sinif,unite,konu,kazanim_kodu,kazanim_aciklamasi,ders
5. Sınıf,Life in the World,Life in the World,ENG.5.6.S1.,"Students can get ready for speaking-expression process about the current content on ""life in the world with basic food types; ordering in a restaurant; food events in the city"".",İngilizce
5. Sınıf,Life in the World,Life in the World,ENG.5.6.S2.,"Students can use the model/example for producing verbal content about the current content on ""life in the world with basic food types; ordering in a restaurant; food events in the city"".",İngilizce
5. Sınıf,Life in the World,Life in the World,ENG.5.6.S3.,"Students can organise a new verbal content on ""life in the world with basic food types; ordering in a restaurant; food events in the city"" by speaking accurately, efficiently, and authentically.",İngilizce
5. Sınıf,Life in the World,Life in the World,ENG.5.6.S4.,"Students can construct a new verbal content on ""life in the world with basic food types; ordering in a restaurant; food events in the city"" by speaking accurately, efficiently, and authentically.",İngilizce
5. Sınıf,Life in the World,Life in the World,ENG.5.6.S5.,"Students can reorganise (reconstruct) and use information about the ""life in the world with basic food types; ordering in a restaurant; food events in the city"" to communicate with other people.",İngilizce
5. Sınıf,Life in the World,Life in the World,ENG.5.6.S6.,"Students can convey their knowledge, experiences, thoughts, and feelings related to the speaking-expression process about the current content, ""life in the world with basic food types; ordering in a restaurant; food events in the city"" to communicate with other people in relation to themselves or others, both individually and/or with others.",İngilizce
5. Sınıf,Life in the World,Life in the World,ENG.5.6.V1.,"Students can select and use the target vocabulary of the current content about ""life in the world with basic food types; ordering in a restaurant; food events in the city"" accurately, authentically, spontaneously, and naturally and use it appropriately and effectively when communicating with others.",İngilizce
5. Sınıf,Life in the World,Life in the World,ENG.5.6.W1.,"Students can get ready for the writing-expression process about the current content on ""life in the world with basic food types; ordering in a restaurant; food events in the city"".",İngilizce
5. Sınıf,Life in the World,Life in the World,ENG.5.6.W2.,"Students can understand the model/example for the writing task about the current content on ""life in the world with basic food types; ordering in a restaurant; food events in the city"".",İngilizce
5. Sınıf,Life in the World,Life in the World,ENG.5.6.W3.,"Students can organise a content for the assigned writing task on the current content ""life in the world with basic food types; ordering in a restaurant; food events in the city"" based on the model/example provided.",İngilizce
5. Sınıf,Life in the World,Life in the World,ENG.5.6.W4.,"Students can individually construct/form content for the assigned writing task on the current content ""life in the world with basic food types; ordering in a restaurant; food events in the city"".",İngilizce
5. Sınıf,Life in the World,Life in the World,ENG.5.6.W5.,"Students can reorganise (reconstruct) and use information in the new written tasks about the ""life in the world with basic food types; ordering in a restaurant; food events in the city"" to communicate with other people.",İngilizce
5. Sınıf,Life in the World,Life in the World,ENG.5.6.W6.,"Students can reflect on their knowledge, experiences, thoughts, and feelings related to the writing-expression process about the current content, ""life in the world with basic food types; ordering in a restaurant; food events in the city"" in relation to themselves or others, both individually and/or with others.",İngilizce
5. Sınıf,Life in Nature,Life in Nature,ENG.5.7.1.1.,"Students can get ready for the listening/watching-comprehension process for the current content on ""life in nature with types of animals in nature; wild animals in nature; their habitats"" carefully.",İngilizce
